/home/yuvrajsingh/anaconda3/envs/unsloth_env/lib/python3.11/site-packages/torch/utils/_device.py:106: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  return func(*args, **kwargs)
/home/yuvrajsingh/anaconda3/envs/unsloth_env/lib/python3.11/site-packages/torch/utils/_device.py:106: UserWarning: Using a target size (torch.Size([16])) that is different to the input size (torch.Size([16, 1])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return func(*args, **kwargs)
Epoch:  0 | Step:  500 | Train Loss:  0.5754755735397339
Epoch:  0 | Step:  1 | Val Loss:  1.0404133796691895
Epoch:  0 | Step:  2 | Val Loss:  0.9872232675552368
Epoch:  0 | Step:  3 | Val Loss:  0.9304396510124207
Epoch:  0 | Step:  4 | Val Loss:  0.7334321737289429
Epoch:  0 | Step:  5 | Val Loss:  0.6048568487167358
Epoch:  0 | Step:  6 | Val Loss:  0.45914244651794434
Epoch:  0 | Step:  7 | Val Loss:  0.26499342918395996
Epoch:  0 | Step:  8 | Val Loss:  0.151251882314682
Epoch:  0 | Step:  9 | Val Loss:  0.06759858131408691
Epoch:  0 | Step:  10 | Val Loss:  0.025497961789369583
Epoch:  0 | Step:  11 | Val Loss:  0.012865077704191208
Epoch:  0 | Step:  12 | Val Loss:  0.04962214455008507
Epoch:  0 | Step:  13 | Val Loss:  0.16061609983444214
Epoch:  0 | Step:  14 | Val Loss:  0.2801150679588318
Epoch:  0 | Step:  15 | Val Loss:  0.4256272614002228
Epoch:  0 | Step:  16 | Val Loss:  0.5464664101600647
Epoch:  0 | Step:  17 | Val Loss:  0.757870614528656
Epoch:  0 | Step:  18 | Val Loss:  0.8038541674613953
Epoch:  0 | Step:  19 | Val Loss:  0.931573212146759
Epoch:  0 | Step:  20 | Val Loss:  0.9096857309341431
Epoch:  0 | Step:  21 | Val Loss:  0.9144769906997681
Epoch:  0 | Step:  22 | Val Loss:  0.8371157050132751
Epoch:  0 | Step:  23 | Val Loss:  0.6598570346832275
Epoch:  0 | Step:  24 | Val Loss:  0.653110146522522
Epoch:  0 | Step:  25 | Val Loss:  0.4762026071548462
Epoch:  0 | Step:  26 | Val Loss:  0.28848254680633545
Epoch:  0 | Step:  27 | Val Loss:  0.1415751874446869
Epoch:  0 | Step:  28 | Val Loss:  0.12026005983352661
Epoch:  0 | Step:  29 | Val Loss:  0.029444318264722824
Epoch:  0 | Step:  30 | Val Loss:  0.014876671135425568
Epoch:  0 | Step:  31 | Val Loss:  0.05185955762863159
Epoch:  0 | Step:  32 | Val Loss:  0.11285144835710526
Epoch:  0 | Step:  33 | Val Loss:  0.2609589099884033
Epoch:  0 | Step:  34 | Val Loss:  0.4504750370979309
Epoch:  0 | Step:  35 | Val Loss:  0.5591751337051392
Epoch:  0 | Step:  36 | Val Loss:  0.7282546758651733
Epoch:  0 | Step:  37 | Val Loss:  0.9008734226226807
Epoch:  0 | Step:  38 | Val Loss:  1.019455909729004
Epoch:  0 | Step:  39 | Val Loss:  1.0837414264678955
Epoch:  0 | Step:  40 | Val Loss:  1.1218383312225342
Epoch:  0 | Step:  41 | Val Loss:  1.071747064590454
Epoch:  0 | Step:  42 | Val Loss:  0.9204380512237549
Epoch:  0 | Step:  43 | Val Loss:  0.8985714912414551
Epoch:  0 | Step:  44 | Val Loss:  0.7760348916053772
Epoch:  0 | Step:  45 | Val Loss:  0.5403741598129272
Epoch:  0 | Step:  46 | Val Loss:  0.42325350642204285
Epoch:  0 | Step:  47 | Val Loss:  0.25483691692352295
Epoch:  0 | Step:  48 | Val Loss:  0.11349236965179443
Epoch:  0 | Step:  49 | Val Loss:  0.034257467836141586
Epoch:  0 | Step:  50 | Val Loss:  0.008758492767810822
Epoch:  0 | Step:  51 | Val Loss:  0.02351929247379303
Epoch:  0 | Step:  52 | Val Loss:  0.09395550191402435
Epoch:  0 | Step:  53 | Val Loss:  0.22978675365447998
Epoch:  0 | Step:  54 | Val Loss:  0.358623206615448
Epoch:  0 | Step:  55 | Val Loss:  0.4897157847881317
Epoch:  0 | Step:  56 | Val Loss:  0.6221407651901245
Epoch:  0 | Step:  57 | Val Loss:  0.8008363246917725
Epoch:  0 | Step:  58 | Val Loss:  0.8878346681594849
Epoch:  0 | Step:  59 | Val Loss:  0.8952435255050659
Epoch:  0 | Step:  60 | Val Loss:  0.948762059211731
Epoch:  0 | Step:  61 | Val Loss:  0.9203271269798279
Epoch:  0 | Step:  62 | Val Loss:  0.7510595321655273
Epoch:  0 | Step:  63 | Val Loss:  0.711685299873352
Epoch:  0 | Step:  64 | Val Loss:  0.5171208381652832
Epoch:  0 | Step:  65 | Val Loss:  0.35373198986053467
Epoch:  0 | Step:  66 | Val Loss:  0.23229709267616272
Epoch:  0 | Step:  67 | Val Loss:  0.11316385120153427
Epoch:  0 | Step:  68 | Val Loss:  0.051440127193927765
Epoch:  0 | Step:  69 | Val Loss:  0.018128927797079086
Epoch:  0 | Step:  70 | Val Loss:  0.028985286131501198
Epoch:  0 | Step:  71 | Val Loss:  0.06290286779403687
Epoch:  0 | Step:  72 | Val Loss:  0.19093145430088043
Epoch:  0 | Step:  73 | Val Loss:  0.31434473395347595
Epoch:  0 | Step:  74 | Val Loss:  0.4953186511993408
Epoch:  0 | Step:  75 | Val Loss:  0.6188437938690186
Epoch:  0 | Step:  76 | Val Loss:  0.7930848598480225
Epoch:  0 | Step:  77 | Val Loss:  1.0043591260910034
Epoch:  0 | Step:  78 | Val Loss:  1.1027936935424805
Epoch:  0 | Step:  79 | Val Loss:  1.056503415107727
Epoch:  0 | Step:  80 | Val Loss:  1.161662220954895
Epoch:  0 | Step:  81 | Val Loss:  0.9941399097442627
Epoch:  0 | Step:  82 | Val Loss:  0.9172967076301575
Epoch:  0 | Step:  83 | Val Loss:  0.7985625267028809
Epoch:  0 | Step:  84 | Val Loss:  0.6401471495628357
Epoch:  0 | Step:  85 | Val Loss:  0.4678162634372711
Epoch:  0 | Step:  86 | Val Loss:  0.2761094570159912
Epoch:  0 | Step:  87 | Val Loss:  0.20725759863853455
Epoch:  0 | Step:  88 | Val Loss:  0.0442795492708683
Epoch:  0 | Step:  89 | Val Loss:  0.01842997595667839
Epoch:  0 | Step:  90 | Val Loss:  0.01267076376825571
Epoch:  0 | Step:  91 | Val Loss:  0.060428790748119354
Epoch:  0 | Step:  92 | Val Loss:  0.14517802000045776
Epoch:  0 | Step:  93 | Val Loss:  0.28512170910835266
Epoch:  0 | Step:  94 | Val Loss:  0.4500387907028198
Epoch:  0 | Step:  95 | Val Loss:  0.539254367351532
Epoch:  0 | Step:  96 | Val Loss:  0.6893026232719421
Epoch:  0 | Step:  97 | Val Loss:  0.8712443113327026
Epoch:  0 | Step:  98 | Val Loss:  0.8759176135063171
Epoch:  0 | Step:  99 | Val Loss:  0.9214966893196106
Epoch:  0 | Step:  100 | Val Loss:  0.8479411602020264
Epoch:  0 | Step:  101 | Val Loss:  0.8937678337097168
Epoch:  0 | Step:  102 | Val Loss:  0.7574216723442078
Epoch:  0 | Step:  103 | Val Loss:  0.6253547668457031
Epoch:  0 | Step:  104 | Val Loss:  0.43616384267807007
Epoch:  0 | Step:  105 | Val Loss:  0.30657562613487244
Epoch:  0 | Step:  106 | Val Loss:  0.17581573128700256
Epoch:  0 | Step:  107 | Val Loss:  0.07297149300575256
Epoch:  0 | Step:  108 | Val Loss:  0.03330070525407791
Epoch:  0 | Step:  109 | Val Loss:  0.009615851566195488
Epoch:  0 | Step:  110 | Val Loss:  0.046685777604579926
Epoch:  0 | Step:  111 | Val Loss:  0.13916584849357605
Epoch:  0 | Step:  112 | Val Loss:  0.2869805097579956
Epoch:  0 | Step:  113 | Val Loss:  0.40666958689689636
Epoch:  0 | Step:  114 | Val Loss:  0.6042495965957642
Epoch:  0 | Step:  115 | Val Loss:  0.7532853484153748
Epoch:  0 | Step:  116 | Val Loss:  0.9402204155921936
Epoch:  0 | Step:  117 | Val Loss:  0.9888197183609009
Epoch:  0 | Step:  118 | Val Loss:  0.988946259021759
Epoch:  0 | Step:  119 | Val Loss:  0.9860652685165405
Epoch:  0 | Step:  120 | Val Loss:  1.0825179815292358
Epoch:  0 | Step:  121 | Val Loss:  1.0128729343414307
Epoch:  0 | Step:  122 | Val Loss:  0.7680198550224304
Epoch:  0 | Step:  123 | Val Loss:  0.5939459800720215
Epoch:  0 | Step:  124 | Val Loss:  0.5836880207061768
Epoch:  0 | Step:  125 | Val Loss:  0.3787270784378052
Epoch:  0 | Train Loss:  tensor(0.5332, device='cuda:0') | Val Loss:  tensor(0.5231, device='cuda:0')
/home/yuvrajsingh/anaconda3/envs/unsloth_env/lib/python3.11/site-packages/torch/utils/_device.py:106: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  return func(*args, **kwargs)
/home/yuvrajsingh/anaconda3/envs/unsloth_env/lib/python3.11/site-packages/torch/utils/_device.py:106: UserWarning: Using a target size (torch.Size([16])) that is different to the input size (torch.Size([16, 1])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return func(*args, **kwargs)
Epoch:  1 | Step:  500 | Train Loss:  0.6364208459854126
Epoch:  1 | Step:  1 | Val Loss:  1.005723476409912
Epoch:  1 | Step:  2 | Val Loss:  0.9535362720489502
Epoch:  1 | Step:  3 | Val Loss:  0.8977890014648438
Epoch:  1 | Step:  4 | Val Loss:  0.7046825289726257
Epoch:  1 | Step:  5 | Val Loss:  0.5786488652229309
Epoch:  1 | Step:  6 | Val Loss:  0.43634361028671265
Epoch:  1 | Step:  7 | Val Loss:  0.24798494577407837
Epoch:  1 | Step:  8 | Val Loss:  0.13851964473724365
Epoch:  1 | Step:  9 | Val Loss:  0.059595949947834015
Epoch:  1 | Step:  10 | Val Loss:  0.022194232791662216
Epoch:  1 | Step:  11 | Val Loss:  0.014941531233489513
Epoch:  1 | Step:  12 | Val Loss:  0.05630975216627121
Epoch:  1 | Step:  13 | Val Loss:  0.17382831871509552
Epoch:  1 | Step:  14 | Val Loss:  0.2979313135147095
Epoch:  1 | Step:  15 | Val Loss:  0.44775378704071045
Epoch:  1 | Step:  16 | Val Loss:  0.5714903473854065
Epoch:  1 | Step:  17 | Val Loss:  0.7871824502944946
Epoch:  1 | Step:  18 | Val Loss:  0.8340164422988892
Epoch:  1 | Step:  19 | Val Loss:  0.9641282558441162
Epoch:  1 | Step:  20 | Val Loss:  0.941886305809021
Epoch:  1 | Step:  21 | Val Loss:  0.9466750621795654
Epoch:  1 | Step:  22 | Val Loss:  0.8680379986763
Epoch:  1 | Step:  23 | Val Loss:  0.6873276233673096
Epoch:  1 | Step:  24 | Val Loss:  0.6803252696990967
Epoch:  1 | Step:  25 | Val Loss:  0.49957627058029175
Epoch:  1 | Step:  26 | Val Loss:  0.3066043257713318
Epoch:  1 | Step:  27 | Val Loss:  0.1540904939174652
Epoch:  1 | Step:  28 | Val Loss:  0.13141268491744995
Epoch:  1 | Step:  29 | Val Loss:  0.03388229385018349
Epoch:  1 | Step:  30 | Val Loss:  0.013157913461327553
Epoch:  1 | Step:  31 | Val Loss:  0.04534511640667915
Epoch:  1 | Step:  32 | Val Loss:  0.10243888199329376
Epoch:  1 | Step:  33 | Val Loss:  0.24421045184135437
Epoch:  1 | Step:  34 | Val Loss:  0.42805781960487366
