/home/yuvrajsingh/anaconda3/envs/unsloth_env/lib/python3.11/site-packages/torch/utils/_device.py:106: UserWarning: Using a target size (torch.Size([16])) that is different to the input size (torch.Size([16, 16])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return func(*args, **kwargs)
Epoch:  0 | Step:  500 | Train Loss:  0.656163215637207
Epoch:  0 | Step:  1 | Val Loss:  0.6380040049552917
Epoch:  0 | Step:  2 | Val Loss:  0.6970006227493286
Epoch:  0 | Step:  3 | Val Loss:  0.7294517159461975
Epoch:  0 | Step:  4 | Val Loss:  0.9988241195678711
Epoch:  0 | Step:  5 | Val Loss:  0.6275670528411865
Epoch:  0 | Step:  6 | Val Loss:  0.4303639233112335
Epoch:  0 | Step:  7 | Val Loss:  0.3101731240749359
Epoch:  0 | Step:  8 | Val Loss:  0.8717292547225952
Epoch:  0 | Step:  9 | Val Loss:  0.7538192272186279
Epoch:  0 | Step:  10 | Val Loss:  0.766417920589447
Epoch:  0 | Step:  11 | Val Loss:  0.7333325743675232
Epoch:  0 | Step:  12 | Val Loss:  0.870871901512146
Epoch:  0 | Step:  13 | Val Loss:  0.7366973161697388
Epoch:  0 | Step:  14 | Val Loss:  0.3938369154930115
Epoch:  0 | Step:  15 | Val Loss:  0.6606581211090088
Epoch:  0 | Step:  16 | Val Loss:  0.8170782327651978
Epoch:  0 | Step:  17 | Val Loss:  0.6676695346832275
Epoch:  0 | Step:  18 | Val Loss:  0.7664165496826172
Epoch:  0 | Step:  19 | Val Loss:  0.9173787236213684
Epoch:  0 | Step:  20 | Val Loss:  0.635597825050354
Epoch:  0 | Step:  21 | Val Loss:  0.8655332326889038
Epoch:  0 | Step:  22 | Val Loss:  0.749855101108551
Epoch:  0 | Step:  23 | Val Loss:  0.9031981229782104
Epoch:  0 | Step:  24 | Val Loss:  1.1342976093292236
Epoch:  0 | Step:  25 | Val Loss:  0.8630834817886353
Epoch:  0 | Step:  26 | Val Loss:  0.7429576516151428
Epoch:  0 | Step:  27 | Val Loss:  0.6375668048858643
Epoch:  0 | Step:  28 | Val Loss:  0.771766185760498
Epoch:  0 | Step:  29 | Val Loss:  0.6019240617752075
Epoch:  0 | Step:  30 | Val Loss:  0.8756920099258423
Epoch:  0 | Step:  31 | Val Loss:  0.561064600944519
Epoch:  0 | Step:  32 | Val Loss:  0.7754737138748169
Epoch:  0 | Step:  33 | Val Loss:  0.5967899560928345
Epoch:  0 | Step:  34 | Val Loss:  1.0305947065353394
Epoch:  0 | Step:  35 | Val Loss:  0.460729718208313
Epoch:  0 | Step:  36 | Val Loss:  1.0294911861419678
Epoch:  0 | Step:  37 | Val Loss:  0.9647067189216614
Epoch:  0 | Step:  38 | Val Loss:  0.6893233060836792
Epoch:  0 | Step:  39 | Val Loss:  0.8336751461029053
Epoch:  0 | Step:  40 | Val Loss:  0.848983645439148
Epoch:  0 | Step:  41 | Val Loss:  0.8474894762039185
Epoch:  0 | Step:  42 | Val Loss:  0.5529791116714478
Epoch:  0 | Step:  43 | Val Loss:  0.7073410749435425
Epoch:  0 | Step:  44 | Val Loss:  0.8533482551574707
Epoch:  0 | Step:  45 | Val Loss:  0.44815921783447266
Epoch:  0 | Step:  46 | Val Loss:  0.6340157985687256
Epoch:  0 | Step:  47 | Val Loss:  0.7860690355300903
Epoch:  0 | Step:  48 | Val Loss:  0.6667389869689941
Epoch:  0 | Step:  49 | Val Loss:  0.8650704622268677
Epoch:  0 | Step:  50 | Val Loss:  0.7792069911956787
Epoch:  0 | Step:  51 | Val Loss:  0.9089524149894714
Epoch:  0 | Step:  52 | Val Loss:  0.816368579864502
Epoch:  0 | Step:  53 | Val Loss:  0.7102339863777161
Epoch:  0 | Step:  54 | Val Loss:  0.5626466870307922
Epoch:  0 | Step:  55 | Val Loss:  0.7586139440536499
Epoch:  0 | Step:  56 | Val Loss:  0.9098227024078369
Epoch:  0 | Step:  57 | Val Loss:  0.44058966636657715
Epoch:  0 | Step:  58 | Val Loss:  0.25696390867233276
Epoch:  0 | Step:  59 | Val Loss:  0.5693632364273071
Epoch:  0 | Step:  60 | Val Loss:  0.5500350594520569
Epoch:  0 | Step:  61 | Val Loss:  0.6527854204177856
Epoch:  0 | Step:  62 | Val Loss:  0.7153236865997314
Epoch:  0 | Step:  63 | Val Loss:  0.5848033428192139
Epoch:  0 | Step:  64 | Val Loss:  0.8350863456726074
Epoch:  0 | Step:  65 | Val Loss:  0.5977410674095154
Epoch:  0 | Step:  66 | Val Loss:  0.848732054233551
Epoch:  0 | Step:  67 | Val Loss:  0.8492920994758606
Epoch:  0 | Step:  68 | Val Loss:  0.8082090020179749
Epoch:  0 | Step:  69 | Val Loss:  0.649474561214447
Epoch:  0 | Step:  70 | Val Loss:  0.6217927932739258
Epoch:  0 | Step:  71 | Val Loss:  0.7642439603805542
Epoch:  0 | Step:  72 | Val Loss:  0.6793479919433594
